student_id,week_number,attendance_rate,lms_logins,lms_activity_score,sessions_missed,participation_score
S0273,2,0.791,9,54.0,0,5.5
S0273,3,0.809,15,57.4,0,5.64
S0273,4,0.818,12,46.8,0,4.11
S0273,5,0.759,13,51.2,1,5.17
S0273,6,0.69,9,52.3,1,4.51
S0273,7,0.724,7,47.9,1,4.74
S0274,1,0.767,15,60.8,0,7.54
S0274,2,0.752,13,57.9,0,8.01
S0274,3,0.749,11,54.8,1,6.92
S0274,4,0.734,5,62.3,1,8.16
S0274,5,0.757,6,66.9,1,7.52
S0274,6,0.748,11,62.7,1,7.78
S0274,7,0.679,15,45.3,1,7.68
S0275,1,1.0,9,72.9,0,7.79
S0275,2,0.843,4,67.5,0,7.92
S0275,3,0.924,10,77.2,0,5.61
S0275,4,0.943,8,73.9,0,7.41
S0275,5,0.961,6,87.1,0,7.18
S0275,6,1.0,10,85.5,0,9.28
S0275,7,1.0,12,88.1,0,9.26
S0276,1,0.806,16,54.4,0,9.67
S0276,2,0.864,9,43.9,0,8.6
S0276,3,0.705,9,31.2,1,7.67
S0276,4,0.597,3,34.4,2,6.69
S0276,5,0.608,3,38.6,1,6.27
S0276,6,0.519,3,22.3,1,6.71
S0276,7,0.493,0,10.7,2,4.81
S0277,1,1.0,0,94.1,0,5.76
S0277,2,0.96,4,78.5,0,7.81
S0277,3,1.0,4,84.5,0,7.38
S0277,4,0.958,1,89.7,0,6.12
S0277,5,0.978,0,92.4,0,6.2
S0277,6,0.916,4,100,0,5.79
S0277,7,0.989,0,95.3,0,5.64
S0278,1,0.602,16,36.5,2,2.68
S0278,2,0.57,9,29.9,2,3.11
S0278,3,0.619,20,28.7,2,4.57
S0278,4,0.611,12,34.9,1,2.56
S0278,5,0.545,13,32.2,1,3.02
S0278,6,0.677,9,35.6,0,2.99
S0278,7,0.597,16,21.4,2,2.72
S0279,1,0.848,13,66.1,0,7.99
S0279,2,0.755,11,73.8,1,6.24
S0279,3,0.789,11,73.1,1,6.7
S0279,4,0.621,-9,65.2,1,4.22
S0279,5,0.618,6,55.1,1,6.05
S0279,6,0.525,7,55.8,2,2.99
S0279,7,0.515,6,55.7,2,4.65
S0280,1,0.878,23,18.1,0,5.5
S0280,2,0.89,21,24.0,0,6.0
S0280,3,0.884,23,32.4,0,5.68
S0280,4,0.835,17,18.6,0,5.7
S0280,5,0.833,24,30.1,0,6.75
S0280,6,0.831,19,27.6,0,5.15
S0280,7,0.81,27,35.4,0,5.56
S0281,1,0.902,17,64.3,0,3.58
S0281,2,0.93,17,63.3,0,3.82
S0281,3,0.895,21,65.5,0,3.34
S0281,4,0.524,0,26.6,1,0
S0281,5,0.563,8,38.0,2,1.66
S0281,6,0.566,7,30.9,1,0
S0281,7,0.605,4,42.5,1,1.19
S0282,1,0.873,-6,85.3,0,9.17
S0282,2,0.859,0,74.2,0,8.3
S0282,3,0.757,0,83.6,1,7.79
S0282,4,0.747,3,70.6,1,7.86
S0282,5,0.567,0,66.9,1,6.45
S0282,6,0.587,0,61.3,2,5.93
S0282,7,0.502,0,48.8,1,6.04
S0283,1,0.983,20,41.0,0,8.63
S0283,2,0.925,21,34.1,0,8.7
S0283,3,0.947,18,40.0,0,8.59
S0283,4,0.999,13,38.7,0,8.46
S0283,5,0.91,15,38.2,0,9.18
S0283,6,0.906,23,36.3,0,8.81
S0283,7,0.922,26,31.6,0,9.13
S0284,1,0.755,10,65.5,1,6.57
S0284,2,0.768,18,57.4,1,5.58
S0284,3,0.761,14,56.8,0,5.95
S0284,4,0.76,11,61.0,0,9.16
S0284,5,0.734,9,59.2,1,6.24
S0284,6,0.769,9,50.8,1,7.34
S0284,7,0.717,15,46.8,0,5.79
S0285,1,0.909,16,62.9,0,4.85
S0285,2,0.914,15,64.2,0,4.55
S0285,3,0.922,17,48.8,0,3.29
S0285,4,0.898,15,56.6,0,5.45
S0285,5,0.955,15,57.2,0,3.56
S0285,6,1.0,11,43.4,0,4.02
S0285,7,0.912,18,59.5,0,5.85
S0286,1,0.959,23,63.6,0,6.08
S0286,2,0.878,15,62.9,0,4.72
S0286,3,0.895,16,70.5,0,3.96
S0286,4,0.902,15,66.1,0,5.96
S0286,5,0.86,20,68.6,0,6.29
S0286,6,0.878,17,68.9,0,5.08
S0286,7,0.898,11,58.8,0,5.86
S0287,1,0.967,33,42.8,0,4.67
S0287,2,0.974,27,53.9,0,5.68
S0287,3,0.925,24,48.3,0,3.7
S0287,4,0.878,30,55.0,0,5.19
S0287,5,0.921,25,53.0,0,5.01
S0287,6,0.821,27,60.0,0,5.53
S0287,7,0.913,28,40.7,0,5.16
S0288,1,0.951,18,67.3,0,5.07
S0288,2,0.937,14,62.9,0,5.77
S0288,3,0.957,22,70.6,0,4.61
S0288,4,0.863,17,78.1,0,5.07
S0288,5,1.18,19,72.7,0,5.97
S0288,6,0.876,19,66.5,0,5.2
S0288,7,0.976,16,59.3,0,5.79
S0289,1,0.822,10,42.2,0,8.2
S0289,2,0.882,7,34.4,0,8.18
S0289,3,0.869,5,30.6,0,4.95
S0289,4,0.913,7,31.7,0,7.99
S0289,5,0.894,9,39.4,0,6.79
S0289,6,0.954,12,48.9,0,7.77
S0289,7,0.94,15,46.7,0,7.66
S0290,1,0.954,13,20.6,0,3.23
S0290,2,0.874,7,20.7,0,2.68
S0290,3,0.897,11,22.2,0,3.15
S0290,4,0.777,3,15.6,0,3.8
S0290,5,0.778,3,30.1,0,1.83
S0290,6,0.555,10,14.4,2,0.45
S0290,7,0.556,0,0,1,1.62
S0291,1,0.939,6,55.2,0,7.99
S0291,2,0.875,16,49.0,0,6.67
S0291,3,0.933,20,55.4,0,7.32
S0291,4,0.951,9,56.6,0,7.68
S0291,5,0.874,6,40.1,0,6.69
S0291,6,0.934,9,56.2,0,8.42
S0291,7,0.874,15,62.2,0,8.15
S0292,1,1.0,14,44.3,0,5.92
S0292,2,0.944,3,58.4,0,5.08
S0292,3,0.896,3,32.0,0,4.59
S0292,4,0.789,0,35.3,1,5.35
S0292,5,0.77,1,40.4,0,4.73
S0292,6,0.649,0,28.5,1,4.79
S0292,7,0.658,0,29.3,1,3.93
S0293,1,0.988,12,27.0,0,4.35
S0293,2,0.975,8,21.6,0,5.49
S0293,3,0.994,15,31.1,0,4.97
S0293,4,0.982,16,37.4,0,6.94
S0293,5,0.905,14,27.2,0,4.83
S0293,6,1.0,9,21.2,0,5.23
S0293,7,0.87,8,16.6,0,4.68
S0294,1,0.838,3,47.1,0,5.29
S0294,2,0.729,0,62.4,1,3.12
S0294,3,0.724,1,49.5,1,3.96
S0294,4,0.639,0,50.0,1,4.81
S0294,5,0.519,0,48.8,2,2.07
S0294,6,0.482,0,48.1,2,3.55
S0294,7,0.501,0,40.7,1,1.62
S0295,1,0.916,26,77.3,0,5.61
S0295,2,0.888,24,59.3,0,5.28
S0295,3,0.946,22,57.0,0,3.72
S0295,4,0.93,25,61.0,0,6.65
S0295,5,1.0,21,78.1,0,5.47
S0295,6,1.0,26,71.2,0,6.79
S0295,7,1.0,27,65.2,0,6.0
S0296,1,0.808,15,94.9,1,6.06
S0296,2,0.845,19,89.6,0,6.31
S0296,3,0.736,22,88.5,0,7.48
S0296,4,0.824,19,88.8,0,5.22
S0296,5,0.857,22,91.9,0,5.79
S0296,6,0.775,18,84.5,0,6.17
S0296,7,0.789,18,93.8,1,6.3
S0297,1,0.958,10,20.5,0,7.53
S0297,2,0.909,12,37.4,0,6.83
S0297,3,1.0,11,37.8,0,6.01
S0297,4,0.879,9,34.7,0,5.58
S0297,5,0.955,10,32.0,0,6.81
S0297,6,0.927,11,34.7,0,6.45
S0297,7,0.881,10,32.9,0,4.86
S0298,1,0.706,26,66.1,1,7.06
S0298,2,0.633,16,57.3,2,5.39
S0298,3,0.583,17,59.2,1,5.2
S0298,4,0.563,17,50.4,2,5.15
S0298,5,0.484,7,36.7,2,4.81
S0298,6,0.515,10,28.3,2,3.74
S0298,7,0.421,10,24.6,3,3.37
S0299,1,0.567,16,25.7,1,2.65
S0299,2,0.64,18,31.5,2,3.68
S0299,3,0.572,20,21.8,2,2.35
S0299,4,0.574,21,27.5,1,3.37
S0299,5,0.561,15,21.8,1,3.46
S0299,6,0.565,15,29.4,1,3.93
S0299,7,0.635,17,23.7,1,3.19
S0300,1,0.576,15,34.0,1,3.11
S0300,2,0.699,6,33.5,1,2.78
S0300,3,0.622,16,25.4,1,4.26
S0300,4,0.65,8,21.2,1,3.05
S0300,5,0.626,10,34.0,2,3.29
S0300,6,0.577,14,35.5,2,4.1
S0300,7,0.662,12,28.7,1,3.96
S0301,1,1.02,-15,90.3,0,6.97
S0301,2,0.886,18,80.8,0,6.42
S0301,3,0.965,21,83.4,0,8.24
S0301,4,0.879,19,80.8,0,6.74
S0301,5,0.953,21,81.0,0,8.04
S0301,6,0.933,16,66.9,0,8.22
S0301,7,0.957,19,74.7,0,7.1
S0302,1,1.0,13,79.7,0,7.0
S0302,2,1.0,9,75.8,0,6.4
S0302,3,0.975,15,93.6,0,8.32
S0302,4,0.931,13,67.4,0,6.36
S0302,5,0.973,15,73.1,0,6.83
S0302,6,1.0,16,74.3,0,7.12
S0302,7,1.0,12,73.4,0,8.16
S0303,1,0.901,4,61.3,0,7.21
S0303,2,0.876,4,59.1,0,6.44
S0303,3,0.844,0,55.8,0,5.83
S0303,4,0.843,4,53.6,0,6.78
S0303,5,0.935,7,70.1,0,7.61
S0303,6,0.984,5,71.6,0,5.86
S0303,7,0.982,4,62.2,0,6.52
S0304,1,0.889,3,46.5,0,5.95
S0304,2,0.868,3,41.5,0,6.25
S0304,3,0.875,3,39.3,0,6.7
S0304,4,0.893,3,41.1,0,5.75
S0304,5,0.797,1,34.3,0,7.79
S0304,6,0.866,2,29.7,0,5.62
S0304,7,0.887,1,35.0,0,5.79
S0305,1,0.926,11,65.0,0,6.59
S0305,2,0.897,16,73.3,0,5.45
S0305,3,0.916,18,70.8,0,5.72
S0305,4,0.884,9,78.2,0,6.17
S0305,5,0.91,14,70.9,0,5.73
S0305,6,0.868,22,68.2,0,6.31
S0305,7,0.851,17,77.4,0,6.0
S0306,1,0.922,15,71.3,0,4.52
S0306,2,0.978,15,75.0,0,5.3
S0306,3,0.852,12,67.7,0,3.22
S0306,4,0.827,16,74.1,1,4.52
S0306,5,0.917,18,71.7,0,4.87
S0306,6,0.986,19,74.7,0,5.05
S0306,7,1.0,13,81.1,0,5.44
S0307,1,0.803,21,58.2,0,5.31
S0307,2,0.837,11,60.6,0,5.21
S0307,3,0.798,17,62.8,0,8.25
S0307,4,0.849,13,60.7,0,7.33
S0307,5,0.787,22,65.2,0,6.08
S0307,6,0.796,20,62.9,0,5.72
S0307,7,0.771,15,66.7,1,6.17
S0308,1,0.688,18,100,1,9.24
S0308,2,0.702,14,95.0,1,8.28
S0308,3,0.601,21,84.3,1,7.68
S0308,4,0.611,14,100,1,8.09
S0308,5,0.802,19,95.2,1,9.48
S0308,6,0.783,18,100,1,10
S0308,7,0.86,20,100,0,8.9
S0309,1,0.974,12,54.2,0,7.01
S0309,2,0.94,10,50.6,0,6.97
S0309,3,0.911,6,47.6,0,6.48
S0309,4,0.942,8,56.0,0,5.89
S0309,5,1.0,10,68.0,0,6.46
S0309,6,0.999,12,59.3,0,6.64
S0309,7,1.0,12,61.0,0,8.0
S0310,1,0.965,14,73.0,0,4.02
S0310,2,0.945,14,49.0,0,3.55
S0310,3,0.872,9,57.5,0,2.29
S0310,4,0.957,17,59.5,0,3.03
S0310,5,1.0,19,62.3,0,4.8
S0310,6,1.0,19,64.3,0,4.46
S0310,7,1.0,16,74.9,0,4.83
S0311,1,0.792,15,67.9,0,7.6
S0311,2,0.765,17,75.1,1,5.98
S0311,3,0.728,22,69.0,0,8.72
S0311,4,0.785,12,78.7,1,6.5
S0311,5,0.719,17,83.4,0,8.9
S0311,6,0.77,15,70.8,0,8.06
S0311,7,0.756,14,80.6,0,7.42
S0312,1,0.87,13,61.5,0,6.79
S0312,2,0.84,11,71.9,0,4.48
S0312,3,0.89,15,61.2,0,5.87
S0312,4,0.921,8,75.0,0,5.62
S0312,5,0.92,14,77.7,0,5.81
S0312,6,0.914,16,74.5,0,5.86
S0312,7,0.93,15,83.3,0,4.7
S0313,1,0.622,16,21.1,2,2.07
S0313,2,0.78,19,21.1,1,1.37
S0313,3,0.574,15,25.8,2,3.03
S0313,4,0.616,15,18.2,1,3.7
S0313,5,0.549,16,14.7,1,0.66
S0313,6,0.537,12,13.1,2,2.56
S0313,7,0.55,19,17.0,1,2.12
S0314,1,0.862,12,41.1,0,4.05
S0314,2,0.872,15,31.1,0,3.11
S0314,3,0.861,19,58.8,0,4.61
S0314,4,0.867,21,42.6,0,3.87
S0314,5,0.887,22,43.2,0,4.56
S0314,6,0.775,20,45.0,0,5.24
S0314,7,0.86,18,48.1,0,4.68
S0315,1,0.879,13,60.1,0,7.55
S0315,2,0.86,13,74.4,0,5.91
S0315,3,0.88,17,64.9,0,6.08
S0315,4,0.891,10,65.1,0,5.45
S0315,5,0.9,15,76.7,0,6.28
S0315,6,0.867,14,74.2,0,6.34
S0315,7,0.827,16,77.9,0,5.55
S0316,1,0.854,20,29.9,0,5.19
S0316,2,0.778,16,39.7,0,5.31
S0316,3,0.86,12,47.0,0,5.57
S0316,4,0.814,16,41.9,0,4.9
S0316,5,0.823,15,28.7,1,3.39
S0316,6,0.76,14,41.6,0,6.07
S0316,7,0.682,9,43.0,1,6.28
S0317,1,0.867,11,69.3,0,9.37
S0317,2,0.828,12,64.4,1,10
S0317,3,0.9,12,68.2,0,10
S0317,4,1.03,11,73.7,0,10
S0317,5,0.834,7,70.1,0,9.84
S0317,6,0.953,20,61.8,0,9.99
S0317,7,0.888,16,64.2,0,10
S0318,1,0.823,23,56.8,0,8.35
S0318,2,0.923,23,43.1,0,8.24
S0318,3,0.806,21,41.5,0,8.69
S0318,4,0.793,22,51.1,0,7.15
S0318,5,0.877,23,46.6,0,6.31
S0318,6,0.861,19,48.1,0,9.25
S0318,7,0.842,22,53.7,0,7.26
S0319,1,0.755,11,84.5,1,4.86
S0319,2,0.834,12,84.6,0,5.04
S0319,3,0.883,15,72.1,0,6.62
S0319,4,0.767,12,78.8,0,5.77
S0319,5,0.851,14,79.7,0,6.03
S0319,6,0.877,16,79.7,0,5.64
S0319,7,0.875,15,81.3,0,6.58
S0320,1,0.993,16,57.4,0,5.9
S0320,2,0.95,21,57.8,0,5.53
S0320,3,0.815,11,57.9,0,6.26
S0320,4,0.895,14,70.1,0,5.5
S0320,5,0.925,14,69.1,0,4.97
S0320,6,1.0,17,64.6,0,6.83
S0320,7,1.0,17,62.9,0,6.99
S0321,1,0.775,12,75.0,1,6.53
S0321,2,0.761,13,77.4,1,7.41
S0321,3,0.73,11,76.3,1,5.55
S0321,4,0.703,11,80.5,0,5.28
S0321,5,0.845,11,91.4,0,6.52
S0321,6,0.84,12,72.1,0,4.26
S0321,7,0.735,10,85.9,1,6.87
S0322,1,0.822,10,71.4,0,4.46
S0322,2,0.894,14,79.8,0,5.4
S0322,3,0.885,10,70.7,0,4.79
S0322,4,0.835,10,67.3,0,4.77
S0322,5,0.81,8,63.3,0,4.87
S0322,6,0.794,12,65.8,1,5.05
S0322,7,0.772,7,64.2,1,4.2
S0323,1,0.775,17,53.3,1,5.0
S0323,2,0.795,10,45.6,1,7.56
S0323,3,0.752,15,50.0,0,6.82
S0323,4,0.801,14,56.0,0,8.08
S0323,5,0.81,11,56.3,0,6.25
S0323,6,0.776,10,69.0,1,6.12
S0323,7,0.783,10,59.4,0,4.97
S0324,1,0.983,16,90.8,0,4.19
S0324,2,0.955,14,88.1,0,6.78
S0324,3,0.991,13,79.7,0,6.23
S0324,4,0.966,14,85.3,0,5.25
S0324,5,0.922,11,91.9,0,6.09
S0324,6,0.94,9,98.4,0,5.44
S0324,7,1.0,7,75.0,0,5.75
S0325,1,0.916,7,73.3,0,4.99
S0325,2,0.927,7,83.6,0,4.27
S0325,3,0.826,1,62.1,0,4.16
S0325,4,0.742,0,53.1,1,3.87
S0325,5,0.704,0,53.0,1,4.22
S0325,6,0.669,1,40.9,0,2.25
S0325,7,0.5,0,41.6,2,2.54
S0326,1,0.975,0,70.3,0,6.58
S0326,2,0.885,0,66.9,0,5.63
S0326,3,0.797,0,67.0,1,5.93
S0326,4,0.93,0,74.0,0,6.34
S0326,5,0.991,5,65.1,0,6.16
S0326,6,0.996,10,72.4,0,7.08
S0326,7,1.0,7,78.4,0,7.81
S0327,1,0.606,15,30.0,2,2.6
S0327,2,0.575,15,31.2,1,1.65
S0327,3,0.643,10,34.1,1,3.66
S0327,4,0.6,13,31.9,1,3.75
S0327,5,0.583,12,35.9,1,2.77
S0327,6,0.587,14,34.1,2,1.56
S0327,7,0.571,10,31.5,1,4.24
S0328,1,0.762,16,42.9,0,7.86
S0328,2,0.864,21,42.8,0,7.67
S0328,3,0.79,12,37.2,1,8.03
S0328,4,0.877,13,34.8,0,7.11
S0328,5,0.906,13,42.7,0,8.24
S0328,6,0.998,23,53.7,0,7.53
S0328,7,1.0,12,44.5,0,8.81
S0329,1,0.967,9,72.3,0,7.39
S0329,2,0.99,9,67.5,0,6.95
S0329,3,1.0,7,76.3,0,4.06
S0329,4,0.987,10,83.4,0,6.4
S0329,5,0.951,14,81.0,0,5.87
S0329,6,0.956,10,78.7,0,5.38
S0329,7,1.0,12,60.5,0,6.06
S0330,1,0.772,20,26.8,0,3.45
S0330,2,0.87,11,28.4,1,2.87
S0330,3,0.756,16,19.0,1,3.19
S0330,4,0.697,17,24.2,0,3.39
S0330,5,0.751,15,35.8,1,2.99
S0330,6,0.765,17,23.0,1,2.93
S0330,7,0.68,14,23.2,0,2.13
S0331,1,0.948,6,93.4,0,5.98
S0331,2,0.926,9,100,0,5.35
S0331,3,0.886,9,100,0,4.54
S0331,4,0.888,9,93.1,0,5.54
S0331,5,0.808,6,100,0,6.37
S0331,6,0.897,9,100,0,5.6
S0331,7,0.924,7,100.0,0,7.3
S0332,1,0.943,11,76.1,0,5.63
S0332,2,0.914,16,59.8,0,7.39
S0332,3,0.913,13,65.7,0,6.61
S0332,4,0.933,13,74.0,0,6.06
S0332,5,0.929,13,71.9,0,6.82
S0332,6,0.909,7,67.5,0,6.56
S0332,7,0.847,11,78.1,0,6.68
S0333,1,0.753,22,82.2,0,7.4
S0333,2,0.738,20,82.2,1,5.95
S0333,3,0.637,16,82.3,1,7.04
S0333,4,0.393,9,50.9,3,5.13
S0333,5,0.463,4,53.9,2,2.32
S0333,6,0.431,5,57.4,3,4.86
S0333,7,0.371,3,58.7,1,4.38
S0334,1,0.743,10,60.5,1,6.25
S0334,2,0.71,13,55.5,1,5.99
S0334,3,0.736,15,61.4,1,5.56
S0334,4,0.666,15,51.5,1,5.69
S0334,5,0.762,8,57.6,1,4.75
S0334,6,0.681,8,49.5,1,5.24
S0334,7,0.651,11,53.5,1,5.0
S0335,1,0.879,13,65.6,0,10
S0335,2,0.887,18,60.2,0,8.31
S0335,3,0.867,15,60.3,0,10
S0335,4,0.908,19,59.9,0,8.59
S0335,5,0.925,16,68.2,0,10
S0335,6,0.888,11,63.0,0,9.37
S0335,7,0.799,19,79.3,0,9.66
S0336,1,0.954,27,61.4,0,10
S0336,2,0.832,14,42.1,0,8.74
S0336,3,0.837,11,33.9,0,9.14
S0336,4,0.803,18,34.8,0,6.76
S0336,5,0.733,12,33.4,0,8.41
S0336,6,0.649,10,37.3,2,4.92
S0336,7,0.657,4,30.6,1,5.34
S0337,1,0.834,7,50.9,0,5.35
S0337,2,0.869,11,63.5,0,6.28
S0337,3,0.97,-12,49.8,0,6.04
S0337,4,0.909,14,58.8,0,5.2
S0337,5,0.835,13,47.8,0,6.36
S0337,6,0.927,9,64.0,0,5.73
S0337,7,0.9,13,55.9,0,6.96
S0338,1,1.0,20,60.1,0,7.2
S0338,2,0.998,18,62.9,0,6.56
S0338,3,0.921,22,66.3,0,7.4
S0338,4,0.747,10,55.2,0,7.37
S0338,5,0.754,9,48.7,1,5.43
S0338,6,0.716,7,48.9,1,5.36
S0338,7,0.637,5,45.1,1,4.5
S0339,1,0.912,10,63.6,0,8.72
S0339,2,0.947,5,63.8,0,9.23
S0339,3,0.945,2,61.9,0,9.64
S0339,4,0.522,0,36.5,2,5.05
S0339,5,0.576,0,41.3,2,5.5
S0339,6,0.597,0,41.0,2,4.82
S0339,7,0.57,0,24.8,2,6.26
S0340,1,0.794,13,55.7,1,7.08
S0340,2,0.784,17,47.4,1,8.44
S0340,3,0.815,11,54.8,1,7.34
S0340,4,0.813,15,51.3,0,10
S0340,5,0.759,15,49.9,0,9.47
S0340,6,0.76,14,50.5,1,9.22
S0340,7,0.788,19,56.5,1,8.94
S0341,1,0.957,11,36.0,0,8.28
S0341,2,0.945,16,39.1,0,6.27
S0341,3,0.95,17,38.4,0,7.72
S0341,4,0.852,16,37.6,0,7.08
S0341,5,0.957,13,26.1,0,6.95
S0341,6,0.909,12,29.5,0,7.26
S0341,7,0.926,13,37.9,0,9.27
S0342,1,1.0,15,51.9,0,5.53
S0342,2,0.943,7,52.0,0,8.69
S0342,3,0.924,19,57.0,0,6.48
S0342,4,0.632,0,27.0,2,5.02
S0342,5,0.617,0,30.4,1,3.89
S0342,6,0.597,0,28.9,1,4.0
S0342,7,0.579,1,35.4,2,4.9
S0343,1,0.719,3,76.3,1,6.54
S0343,2,0.689,3,62.0,1,8.4
S0343,3,0.653,2,77.0,2,8.64
S0343,4,0.717,4,84.7,1,7.03
S0343,5,0.722,4,60.5,1,6.6
S0343,6,0.743,5,78.1,1,7.05
S0343,7,0.761,2,76.7,0,6.82
S0344,1,0.869,9,54.2,0,8.81
S0344,2,0.714,10,58.0,1,7.9
S0344,3,0.777,11,45.6,1,6.74
S0344,4,0.639,4,43.5,2,7.11
S0344,5,0.609,7,44.0,1,6.01
S0344,6,0.527,1,42.0,2,4.92
S0344,7,0.499,4,27.7,2,5.33
S0345,1,0.829,6,88.6,1,6.91
S0345,2,0.884,6,89.6,0,6.88
S0345,3,0.885,7,89.7,0,7.15
S0345,4,0.901,5,93.3,0,6.98
S0345,5,0.935,13,88.8,0,7.35
S0345,6,0.901,9,85.7,0,6.27
S0345,7,0.885,9,84.2,0,7.97
S0346,1,0.603,16,45.0,2,4.04
S0346,2,0.602,16,36.4,1,4.19
S0346,3,0.681,18,41.7,0,2.43
S0346,4,0.641,15,29.3,1,3.49
S0346,5,0.623,14,41.6,1,2.56
S0346,6,0.612,15,44.5,1,2.45
S0346,7,0.588,14,34.8,1,3.47
S0347,1,0.989,11,80.2,0,7.12
S0347,2,0.917,13,90.1,0,8.24
S0347,3,0.932,11,83.6,0,6.71
S0347,4,0.889,8,83.9,0,7.51
S0347,5,0.945,6,86.4,0,7.93
S0347,6,1.0,6,90.7,0,6.73
S0347,7,0.954,10,87.4,0,6.66
S0348,1,0.944,19,70.4,0,5.1
S0348,2,0.878,13,68.8,0,4.94
S0348,3,0.855,17,58.9,0,4.78
S0348,4,0.823,9,69.1,0,5.38
S0348,5,0.725,4,56.0,1,4.76
S0348,6,0.63,2,55.5,1,3.4
S0348,7,0.627,0,47.6,1,2.14
S0349,1,0.961,9,76.9,0,7.21
S0349,2,1.0,8,70.9,0,6.94
S0349,3,0.88,12,87.6,0,6.62
S0349,4,0.986,11,83.0,0,6.38
S0349,5,0.989,10,72.2,0,7.26
S0349,6,0.962,10,89.4,0,6.96
S0349,7,0.988,12,84.4,0,6.74
S0350,1,0.905,14,66.7,0,7.59
S0350,2,0.932,14,70.3,0,6.63
S0350,3,0.872,11,54.3,0,5.31
S0350,4,0.921,20,64.2,0,6.34
S0350,5,0.885,16,59.2,0,6.25
S0350,6,0.874,11,60.2,0,6.52
S0350,7,0.844,12,59.2,0,6.7
S0351,1,0.984,12,84.5,0,3.76
S0351,2,0.926,9,82.8,0,3.54
S0351,3,0.944,17,86.2,0,5.69
S0351,4,0.515,3,48.0,1,3.35
S0351,5,0.564,0,48.2,1,2.3
S0351,6,0.571,0,48.2,2,2.14
S0351,7,0.592,1,54.1,2,0.54
S0352,1,0.884,12,76.7,0,6.28
S0352,2,0.927,10,77.6,0,6.2
S0352,3,0.843,5,87.2,0,5.79
S0352,4,0.861,11,90.9,0,6.32
S0352,5,0.934,16,88.7,0,6.1
S0352,6,1.0,13,94.9,0,6.87
S0352,7,1.0,13,90.8,0,7.86
S0353,1,0.888,13,37.1,0,6.24
S0353,2,0.802,10,37.7,0,6.63
S0353,3,0.709,4,40.6,1,5.11
S0353,4,0.711,1,40.5,1,4.38
S0353,5,0.648,5,34.5,2,4.68
S0353,6,0.579,0,32.8,1,5.1
S0353,7,0.483,1,32.3,2,3.73
S0354,1,0.8,6,59.0,1,6.29
S0354,2,0.778,8,49.4,0,5.77
S0354,3,0.665,1,49.1,2,5.95
S0354,4,0.616,0,36.2,1,4.9
S0354,5,0.547,0,52.1,2,4.94
S0354,6,0.429,0,34.0,3,4.75
S0354,7,0.51,0,42.5,1,1.96
S0355,1,0.974,20,27.8,0,10
S0355,2,0.866,16,25.4,0,8.66
S0355,3,0.801,8,36.2,0,9.54
S0355,4,0.777,9,19.1,0,8.9
S0355,5,0.668,5,38.4,0,8.65
S0355,6,0.635,0,22.5,1,8.27
S0355,7,0.565,0,26.5,1,7.74
S0356,1,0.877,18,53.0,0,5.54
S0356,2,0.814,15,35.9,1,6.64
S0356,3,0.735,12,28.8,0,6.48
S0356,4,0.719,11,24.7,0,4.82
S0356,5,0.647,0,26.2,1,4.02
S0356,6,0.581,7,20.9,1,2.41
S0356,7,0.494,1,17.4,2,2.97
S0357,1,0.82,17,79.3,1,4.6
S0357,2,0.869,-8,73.7,0,3.79
S0357,3,0.818,16,73.6,1,4.34
S0357,4,0.812,12,77.3,0,4.35
S0357,5,0.806,12,73.4,1,4.62
S0357,6,0.912,10,84.3,0,3.58
S0357,7,0.803,11,77.2,0,5.35
S0358,1,0.87,11,67.4,0,8.1
S0358,2,0.817,15,63.0,1,7.58
S0358,3,0.687,8,57.1,1,6.87
S0358,4,0.693,8,48.4,0,5.47
S0358,5,0.672,5,43.5,1,5.67
S0358,6,0.522,3,54.0,2,5.77
S0358,7,0.457,3,37.6,3,4.37
S0359,1,0.987,11,80.5,0,7.54
S0359,2,0.972,18,58.8,0,7.78
S0359,3,0.966,13,75.5,0,7.22
S0359,4,0.949,22,70.1,0,8.35
S0359,5,1.0,21,65.2,0,6.49
S0359,6,0.922,15,78.4,0,8.14
S0359,7,0.927,13,74.3,0,8.01
S0360,1,0.938,4,66.0,0,7.55
S0360,2,0.86,3,59.4,0,6.3
S0360,3,0.866,4,56.8,0,6.9
S0360,4,0.829,4,58.0,0,6.2
S0360,5,0.843,0,55.9,0,6.72
S0360,6,0.848,2,49.5,0,5.82
S0360,7,0.734,4,54.0,1,6.24
S0361,1,0.922,9,49.7,0,3.62
S0361,2,0.877,13,53.5,0,3.72
S0361,3,0.834,11,57.8,0,4.71
S0361,4,0.991,10,62.0,0,5.12
S0361,5,0.894,4,49.6,0,4.14
S0361,6,0.964,7,52.5,0,4.15
S0361,7,0.859,8,58.7,0,3.51
S0362,1,0.91,6,60.4,0,7.67
S0362,2,0.752,7,61.0,1,8.01
S0362,3,0.805,-8,53.2,0,7.09
S0362,4,0.746,3,65.6,1,6.74
S0362,5,0.594,0,56.5,1,5.94
S0362,6,0.541,0,43.1,1,6.99
S0362,7,0.514,0,49.8,1,6.01
S0363,1,0.789,15,68.9,1,5.29
S0363,2,0.853,12,86.1,0,5.85
S0363,3,0.87,13,74.0,0,6.93
S0363,4,0.813,17,76.1,0,5.89
S0363,5,0.765,24,73.9,0,4.92
S0363,6,0.756,15,74.5,0,5.36
S0363,7,0.778,14,71.4,1,6.9
